INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	INCHIKEY	IUPAC_NAME	SMILES	QSAR_READY_SMILES
paclitaxel	Approved Name	DTXSID9023413	Paclitaxel	33069-62-4	RCINICONZNJXQF-MZXODVADSA-N	(2alpha,5beta,7beta,10beta,13alpha)-4,10-Bis(acetyloxy)-13-{[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy}-1,7-dihydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate	CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1	CC(=O)OC1C2=C(C)C(CC(O)(C(OC(=O)C3=CC=CC=C3)C3C4(COC4CC(O)C3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)C(O)C(NC(=O)C1=CC=CC=C1)C1=CC=CC=C1
papaverine	Approved Name	DTXSID4023418	Papaverine	58-74-2	XQYZDYMELSJDRZ-UHFFFAOYSA-N	1-[(3,4-Dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline	COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC	COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC
paromomycin	Approved Name	DTXSID8023424	Paromomycin	7542-37-2	UOZODPSAJZTQNH-LSWIJEOBSA-N	(1R,2R,3S,4R,6S)-4,6-Diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside	NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O
pentamidine	Approved Name	DTXSID7023431	Pentamidine	100-33-4	XDRYMKDFEDOLFX-UHFFFAOYSA-N	4,4'-[Pentane-1,5-diylbis(oxy)]di(benzene-1-carboximidamide)	NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1	NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
perphenazine	Approved Name	DTXSID1023441	Perphenazine	58-39-9	RGCVKNLCSQQDEP-UHFFFAOYSA-N	2-{4-[3-(2-Chloro-10H-phenothiazin-10-yl)propyl]piperazin-1-yl}ethan-1-ol	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
phenelzine	Approved Name	DTXSID2041094	Phenelzine	51-71-8	RMUCZJUITONUFY-UHFFFAOYSA-N	(2-Phenylethyl)hydrazine	NNCCC1=CC=CC=C1	NNCCC1=CC=CC=C1
phenoxybenzamine	Approved Name	DTXSID0023458	Phenoxybenzamine	59-96-1	QZVCTJOXCFMACW-UHFFFAOYSA-N	N-Benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine	CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1	CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
phentolamine	Approved Name	DTXSID4023462	Phentolamine	50-60-2	MRBDMNSDAVCSSF-UHFFFAOYSA-N	3-{[(4,5-Dihydro-1H-imidazol-2-yl)methyl](4-methylphenyl)amino}phenol	CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1	CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
physostigmine	Approved Name	DTXSID3023471	Physostigmine	57-47-6	PIJVFDBKTWXHHD-HIFRSBDPSA-N	(3aS,8aR)-1,3a,8-Trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate	CNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]1N(C)CC[C@@]21C	CNC(=O)OC1=CC2=C(C=C1)N(C)C1N(C)CCC21C
pimozide	Approved Name	DTXSID8023474	Pimozide	2062-78-4	YVUQSNJEYSNKRX-UHFFFAOYSA-N	1-{1-[4,4-Bis(4-fluorophenyl)butyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one	FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1	FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=C1C=CC=C2)C1=CC=C(F)C=C1
pindolol	Approved Name	DTXSID8023476	Pindolol	13523-86-9	JZQKKSLKJUAGIC-UHFFFAOYSA-N	1-[(1H-Indol-4-yl)oxy]-3-[(propan-2-yl)amino]propan-2-ol	CC(C)NCC(O)COC1=C2C=CNC2=CC=C1	CC(C)NCC(O)COC1=C2C=CNC2=CC=C1
pioglitazone	Approved Name	DTXSID3037129	Pioglitazone	111025-46-8	HYAFETHFCAUJAY-UHFFFAOYSA-N	5-({4-[2-(5-Ethylpyridin-2-yl)ethoxy]phenyl}methyl)-1,3-thiazolidine-2,4-dione	CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1	CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
piroxicam	Approved Name	DTXSID5021170	Piroxicam	36322-90-4	QYSPLQLAKJAUJT-UHFFFAOYSA-N	4-Hydroxy-2-methyl-1,1-dioxo-N-(pyridin-2-yl)-1,2-dihydro-1lambda~6~,2-benzothiazine-3-carboxamide	CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O	CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
prednisolone	Approved Name	DTXSID9021184	Prednisolone	50-24-8	OIGNJSKKLXVSLS-VWUMJDOOSA-N	(11beta)-11,17,21-Trihydroxypregna-1,4-diene-3,20-dione	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
prednisone	Approved Name	DTXSID4021185	Prednisone	53-03-2	XOFYZVNMUHMLCC-ZPOLXVRWSA-N	17,21-Dihydroxypregna-1,4-diene-3,11,20-trione	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
primidone	Approved Name	DTXSID7023510	Primidone	125-33-7	DQMZLTXERSFNPB-UHFFFAOYSA-N	5-Ethyl-5-phenyl-1,3-diazinane-4,6-dione	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
procainamide	Approved Name	DTXSID7023512	Procainamide	51-06-9	REQCZEXYDRLIBE-UHFFFAOYSA-N	4-Amino-N-[2-(diethylamino)ethyl]benzamide	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
prochlorperazine	Approved Name	DTXSID7023514	Prochlorperazine	58-38-8	WIKYUJGCLQQFNW-UHFFFAOYSA-N	2-Chloro-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
progesterone	Approved Name	DTXSID3022370	Progesterone	57-83-0	RJKFOVLPORLFTN-LEKSSAKUSA-N	Pregn-4-ene-3,20-dione	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
propafenone	Approved Name	DTXSID9045184	Propafenone	54063-53-5	JWHAUXFOSRPERK-UHFFFAOYSA-N	1-{2-[2-Hydroxy-3-(propylamino)propoxy]phenyl}-3-phenylpropan-1-one	CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1	CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
propofol	Approved Name	DTXSID6023523	Propofol	2078-54-8	OLBCVFGFOZPWHH-UHFFFAOYSA-N	2,6-Di(propan-2-yl)phenol	CC(C)C1=CC=CC(C(C)C)=C1O	CC(C)C1=CC=CC(C(C)C)=C1O
propylthiouracil	Synonym from Valid Source	DTXSID5021209	6-Propyl-2-thiouracil	51-52-5	KNAHARQHSZJURB-UHFFFAOYSA-N	6-Propyl-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one	CCCC1=CC(=O)NC(=S)N1	CCCC1=CC(=O)NC(=S)N1
protriptyline	Approved Name	DTXSID0023535	Protriptyline	438-60-8	BWPIARFWQZKAIA-UHFFFAOYSA-N	3-(5H-Dibenzo[a,d][7]annulen-5-yl)-N-methylpropan-1-amine	CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2	CNCCCC1C2=C(C=CC=C2)C=CC2=C1C=CC=C2
pyrantel	Approved Name	DTXSID5023538	Pyrantel	15686-83-6	YSAUAVHXTIETRK-AATRIKPKSA-N	1-Methyl-2-[(E)-2-(thiophen-2-yl)ethenyl]-1,4,5,6-tetrahydropyrimidine	CN1CCCN=C1\C=C\C1=CC=CS1	CN1CCCN=C1\C=C\C1=CC=CS1
pyrimethamine	Approved Name	DTXSID9021217	Pyrimethamine	58-14-0	WKSAUQYGYAYLPV-UHFFFAOYSA-N	5-(4-Chlorophenyl)-6-ethylpyrimidine-2,4-diamine	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1	CCC1=NC(N)=NC(N)=C1C1=CC=C(Cl)C=C1
quinidine	Approved Name	DTXSID4023549	Quinidine	56-54-2	LOUPRKONTZGTKE-LHHVKLHASA-N	(9S)-6'-Methoxycinchonan-9-ol	[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12	[H]C12CCN(CC1C=C)C(C2)C(O)c1ccnc2ccc(OC)cc12
repaglinide	Approved Name	DTXSID3023552	Repaglinide	135062-02-1	FAEKWTJYAYMJKF-QHCPKHFHSA-N	2-Ethoxy-4-[2-({(1S)-3-methyl-1-[2-(piperidin-1-yl)phenyl]butyl}amino)-2-oxoethyl]benzoic acid	CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=C(C=CC=C2)N2CCCCC2)=C1)C(O)=O	CCOC1=C(C=CC(CC(=O)NC(CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
reserpine	Approved Name	DTXSID7021237	Reserpine	50-55-5	QEVHRUUCFGRFIF-MDEJGZGSSA-N	Methyl (3beta,16beta,17alpha,18beta,20alpha)-11,17-dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylate	CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1	COC1C(CC2CN3CCC4=C(NC5=CC(OC)=CC=C45)C3CC2C1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1
riluzole	Approved Name	DTXSID3045192	Riluzole	1744-22-5	FTALBRSUTCGOEG-UHFFFAOYSA-N	6-(Trifluoromethoxy)-1,3-benzothiazol-2-amine	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
rosiglitazone	Approved Name	DTXSID7037131	Rosiglitazone	122320-73-4	YASAKCUCGLMORW-UHFFFAOYSA-N	5-[(4-{2-[Methyl(pyridin-2-yl)amino]ethoxy}phenyl)methyl]-1,3-thiazolidine-2,4-dione	CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1	CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1
salbutamol	Expert Validated Synonym	DTXSID5021255	Albuterol	18559-94-9	NDAUXUAQIAJITI-UHFFFAOYSA-N	4-[2-(tert-Butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol	CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1	CC(C)(C)NCC(O)C1=CC=C(O)C(CO)=C1
saquinavir	Approved Name	DTXSID6044012	Saquinavir	127779-20-8	QWAXKHKRTORLEM-UGJKXSETSA-N	N~1~-{(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-Butylcarbamoyl)octahydroisoquinolin-2(1H)-yl]-3-hydroxy-1-phenylbutan-2-yl}-N~2~-(quinoline-2-carbonyl)-L-aspartamide	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=CC=C2C=CC=CC2=N1
scopolamine	Approved Name	DTXSID6023573	Scopolamine	51-34-3	STECJAGHUSJQJN-FWXGHANASA-N	(1R,2R,4S,5S,7s)-9-Methyl-3-oxa-9-azatricyclo[3.3.1.0~2,4~]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	[H]C12CC(CC([H])(C3OC13)N2C)OC(=O)C(CO)C1=CC=CC=C1
selegiline	Approved Name	DTXSID6023575	Selegiline	14611-51-9	MEZLKOACVSPNER-GFCCVEGCSA-N	N-Methyl-N-[(2R)-1-phenylpropan-2-yl]prop-2-yn-1-amine	C[C@H](CC1=CC=CC=C1)N(C)CC#C	CC(CC1=CC=CC=C1)N(C)CC#C
sirolimus	Approved Name	DTXSID5023582	Sirolimus	53123-88-9	QFJCIRLUMZQUOT-HPLJOQBZSA-N	(3S,6R,7E,9R,10R,12R,14S,15E,17E,19E,21S,23S,26R,27R,34aS)-9,27-Dihydroxy-3-{(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl}-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-hexadecahydro-3H-23,27-epoxypyrido[2,1-c][1,4]oxazacyclohentriacontine-1,5,11,28,29(4H,6H,31H)-pentone	[H][C@@]12CC[C@@H](C)[C@@](O)(O1)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C2)OC)[C@H](C)C[C@@H]1CC[C@@H](O)[C@@H](C1)OC	[H]C12CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C(=O)OC(CC(=O)C(C)\C=C(C)/C(O)C(OC)C(=O)C(C)CC(C)\C=C/C=C\C=C(C)/C(C2)OC)C(C)CC1CCC(O)C(C1)OC
spironolactone	Approved Name	DTXSID6034186	Spironolactone	52-01-7	LXMSZDCAJNLERA-ZHYRCANASA-N	S-[(7R,8R,9S,10R,13S,14S,17R)-10,13-Dimethyl-3,5'-dioxo-1,2,3,6,7,8,9,10,11,12,13,14,15,16-tetradecahydrospiro[cyclopenta[a]phenanthrene-17,2'-oxolan]-7-yl] ethanethioate	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12	CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC33CCC(=O)O3)C12
streptomycin	Synonym from Valid Source	DTXSID4023597	Streptomycin A	57-92-1	UCSJYZPVAKXKNQ-HZYVHMACSA-N	N,N'-[(1R,2R,3S,4R,5R,6S)-4-({5-Deoxy-2-O-[2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl]-3-C-formyl-alpha-L-lyxofuranosyl}oxy)-2,5,6-trihydroxycyclohexane-1,3-diyl]diguanidine	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O	CNC1C(O)C(O)C(CO)OC1OC1C(OC2C(O)C(O)C(NC(N)=N)C(O)C2NC(N)=N)OC(C)C1(O)C=O
sulfamethizole	Approved Name	DTXSID5023615	Sulfamethizole	144-82-1	VACCAVUAMIDAGB-UHFFFAOYSA-N	4-Amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1-sulfonamide	CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1	CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
sulindac	Approved Name	DTXSID4023624	Sulindac	38194-50-2	MLKXDPUZXIRXEP-MFOYZWKCSA-N	[(1Z)-5-Fluoro-1-{[4-(methanesulfinyl)phenyl]methylidene}-2-methyl-1H-inden-3-yl]acetic acid	CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O	CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C\C1=CC=C(C=C1)S(C)=O
tamoxifen	Approved Name	DTXSID1034187	Tamoxifen	10540-29-1	NKANXQFJJICGDU-QPLCGJKRSA-N	2-{4-[(1Z)-1,2-Diphenylbut-1-en-1-yl]phenoxy}-N,N-dimethylethan-1-amine	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
terazosin	Approved Name	DTXSID3023639	Terazosin	63590-64-7	VCKUSRYTPJJLNI-UHFFFAOYSA-N	[4-(4-Amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl](oxolan-2-yl)methanone	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
terbutaline	Approved Name	DTXSID7021310	Terbutaline	23031-25-6	XWTYSIMOBUGWOL-UHFFFAOYSA-N	5-[2-(tert-Butylamino)-1-hydroxyethyl]benzene-1,3-diol	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
testosterone	Approved Name	DTXSID8022371	Testosterone	58-22-0	MUMGGOZAMZWBJJ-DYKIIFRCSA-N	(17beta)-17-Hydroxyandrost-4-en-3-one	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O
tetracycline	Approved Name	DTXSID7023645	Tetracycline	60-54-8	OFVLGDICTFRJMM-WESIUVDSSA-N	(4S,4aS,5aS,6S,12aS)-4-(Dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O	CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O
thalidomide	Approved Name	DTXSID9022524	Thalidomide	50-35-1	UEJJHQNACJXSKW-UHFFFAOYSA-N	2-(2,6-Dioxopiperidin-3-yl)-1H-isoindole-1,3(2H)-dione	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
theophylline	Approved Name	DTXSID5021336	Theophylline	58-55-9	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione	CN1C2=C(NC=N2)C(=O)N(C)C1=O	CN1C2=C(NC=N2)C(=O)N(C)C1=O
thioridazine	Approved Name	DTXSID6023656	Thioridazine	50-52-2	KLBQZWRITKRQQV-UHFFFAOYSA-N	10-[2-(1-Methylpiperidin-2-yl)ethyl]-2-(methylsulfanyl)-10H-phenothiazine	CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1	CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
ticlopidine	Approved Name	DTXSID5023669	Ticlopidine	55142-85-3	PHWBOXQYWZNQIN-UHFFFAOYSA-N	5-[(2-Chlorophenyl)methyl]-4,5,6,7-tetrahydrothieno[3,2-c]pyridine	ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2	ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
tinidazole	Approved Name	DTXSID4023676	Tinidazole	19387-91-8	HJLSLZFTEKNLFI-UHFFFAOYSA-N	1-[2-(Ethanesulfonyl)ethyl]-2-methyl-5-nitro-1H-imidazole	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O	CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
tolazamide	Approved Name	DTXSID3021358	Tolazamide	1156-19-0	OUDSBRTVNLOZBN-UHFFFAOYSA-N	N-[(Azepan-1-yl)carbamoyl]-4-methylbenzene-1-sulfonamide	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
tolmetin	Approved Name	DTXSID2043951	Tolmetin	26171-23-3	UPSPUYADGBWSHF-UHFFFAOYSA-N	[1-Methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetic acid	CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
tranexamic acid	Approved Name	DTXSID3045350	Tranexamic acid	1197-18-8	GYDJEQRTZSCIOI-UHFFFAOYSA-N	4-(Aminomethyl)cyclohexane-1-carboxylic acid	NCC1CCC(CC1)C(O)=O	NCC1CCC(CC1)C(O)=O
tranylcypromine	Approved Name	DTXSID2023694	Tranylcypromine	155-09-9	AELCINSCMGFISI-DTWKUNHWSA-N	(1R,2S)-2-Phenylcyclopropan-1-amine	N[C@@H]1C[C@H]1C1=CC=CC=C1	NC1CC1C1=CC=CC=C1
triamterene	Approved Name	DTXSID6021373	Triamterene	396-01-0	FNYLWPVRPXGIIP-UHFFFAOYSA-N	6-Phenylpteridine-2,4,7-triamine	NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1	NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
trihexyphenidyl	Approved Name	DTXSID4023705	Trihexyphenidyl	144-11-6	HWHLPVGTWGOCJO-UHFFFAOYSA-N	1-Cyclohexyl-1-phenyl-3-(piperidin-1-yl)propan-1-ol	OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1	OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
triprolidine	Approved Name	DTXSID3023718	Triprolidine	486-12-4	CBEQULMOCCWAQT-WOJGMQOQSA-N	2-[(1E)-1-(4-Methylphenyl)-3-(pyrrolidin-1-yl)prop-1-en-1-yl]pyridine	CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1	CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
valdecoxib	Approved Name	DTXSID6044226	Valdecoxib	181695-72-7	LNPDTQAFDNKSHK-UHFFFAOYSA-N	4-(5-Methyl-3-phenyl-1,2-oxazol-4-yl)benzene-1-sulfonamide	CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O	CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
vancomycin	Approved Name	DTXSID0042664	Vancomycin	1404-90-6	MYPYJXKWCTUITO-KIIOPKALSA-N	(1S,2R,18R,19R,22S,25R,28R,40R)-48-{[(2S,3R,4S,5S,6R)-3-{[(2S,4S,6S)-4-Amino-5-hydroxy-4,6-dimethyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-(2-amino-2-oxoethyl)-5,15-dichloro-2,18,32,35,37-pentahydroxy-19-{[(2R)-4-methyl-2-(methylamino)pentanoyl]amino}-20,23,26,42,44-pentaoxo-7,13-dioxa-21,24,27,41,43-pentaazaoctacyclo[26.14.2.2~3,6~.2~14,17~.1~8,12~.1~29,33~.0~10,25~.0~34,39~]pentaconta-3,5,8(48),9,11,14,16,29(45),30,32,34,36,38,46,49-pentadecaene-40-carboxylic acid (non-preferred name)	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC=C(O)C(=C3)C3=C(C=C(O)C=C3O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2	[H]C12NC(=O)C([H])(NC(=O)C3NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(CC(C)C)NC)C(O)c4ccc(Oc5cc3cc(Oc3ccc(cc3Cl)C1O)c5OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c4)c1ccc(O)c(c1)-c1c(O)cc(O)cc1C(NC2=O)C(O)=O
verapamil	Approved Name	DTXSID9041152	Verapamil	52-53-9	SGTNSNPWRIOYBX-UHFFFAOYSA-N	2-(3,4-Dimethoxyphenyl)-5-{[2-(3,4-dimethoxyphenyl)ethyl](methyl)amino}-2-(propan-2-yl)pentanenitrile	COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC	COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
vorinostat	Expert Validated Synonym	DTXSID6041133	Suberoylanilide hydroxamic acid	149647-78-9	WAEXFXRVDQXREF-UHFFFAOYSA-N	N~1~-Hydroxy-N~8~-phenyloctanediamide	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
